## Wed Jan 24 14:51:26 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_0go7jflx --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_0go7jflx --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_0go7jflx/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Xanthobacter_chromosome_650	78245.Xaut_1826	8.89e-203	566.0	COG0407@1|root,COG0407@2|Bacteria,1MUG1@1224|Proteobacteria,2TQQV@28211|Alphaproteobacteria,3EYV2@335928|Xanthobacteraceae	28211|Alphaproteobacteria	H	Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III	hemE	GO:0003674,GO:0003824,GO:0004853,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	4.1.1.37	ko:K01599	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R03197,R04972	RC00872	ko00000,ko00001,ko00002,ko01000	-	-	-	URO-D
Xanthobacter_chromosome_651	78245.Xaut_1827	3.7e-171	483.0	COG1806@1|root,COG1806@2|Bacteria,1MUHU@1224|Proteobacteria,2TT66@28211|Alphaproteobacteria,3EY23@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Bifunctional serine threonine kinase and phosphorylase involved in the regulation of the pyruvate, phosphate dikinase (PPDK) by catalyzing its phosphorylation dephosphorylation	MA20_24795	-	2.7.11.33,2.7.4.28	ko:K09773	-	-	-	-	ko00000,ko01000	-	-	-	Kinase-PPPase
Xanthobacter_chromosome_652	78245.Xaut_1828	3.08e-102	300.0	COG0424@1|root,COG0424@2|Bacteria,1RDA9@1224|Proteobacteria,2U9H5@28211|Alphaproteobacteria,3EZGA@335928|Xanthobacteraceae	28211|Alphaproteobacteria	D	Maf-like protein	maf	-	-	ko:K06287	-	-	-	-	ko00000	-	-	-	Maf
Xanthobacter_chromosome_653	78245.Xaut_1829	3.55e-153	436.0	COG0169@1|root,COG0169@2|Bacteria,1MVH4@1224|Proteobacteria,2TS99@28211|Alphaproteobacteria,3EY10@335928|Xanthobacteraceae	28211|Alphaproteobacteria	E	Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)	aroE	-	1.1.1.25	ko:K00014	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R02413	RC00206	ko00000,ko00001,ko00002,ko01000	-	-	-	Shikimate_DH,Shikimate_dh_N
Xanthobacter_chromosome_654	78245.Xaut_1830	3.84e-100	295.0	COG0237@1|root,COG0237@2|Bacteria,1RCXT@1224|Proteobacteria,2U765@28211|Alphaproteobacteria,3EZ9E@335928|Xanthobacteraceae	28211|Alphaproteobacteria	H	Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A	coaE	GO:0003674,GO:0003824,GO:0004140,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006732,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0015936,GO:0015937,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046390,GO:0046483,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.1.24	ko:K00859	ko00770,ko01100,map00770,map01100	M00120	R00130	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	CoaE
Xanthobacter_chromosome_655	1131814.JAFO01000001_gene4954	5.09e-137	391.0	COG0847@1|root,COG0847@2|Bacteria,1MV8Z@1224|Proteobacteria,2TTFF@28211|Alphaproteobacteria,3EYSI@335928|Xanthobacteraceae	28211|Alphaproteobacteria	L	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. The epsilon subunit contain the editing function and is a proofreading 3'-5' exonuclease	dnaQ	-	2.7.7.7	ko:K02342	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	RNase_T
Xanthobacter_chromosome_656	1131814.JAFO01000001_gene4955	0.0	969.0	COG1331@1|root,COG1331@2|Bacteria,1MUUT@1224|Proteobacteria,2TV0X@28211|Alphaproteobacteria,3EYJR@335928|Xanthobacteraceae	28211|Alphaproteobacteria	O	Protein of unknown function, DUF255	-	-	-	ko:K06888	-	-	-	-	ko00000	-	-	-	GlcNAc_2-epim,Thioredox_DsbH
Xanthobacter_chromosome_657	78245.Xaut_1833	2.21e-208	588.0	COG0486@1|root,COG0486@2|Bacteria,1MUCQ@1224|Proteobacteria,2TQZW@28211|Alphaproteobacteria,3EYVU@335928|Xanthobacteraceae	28211|Alphaproteobacteria	J	Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34	mnmE	-	-	ko:K03650	-	-	R08701	RC00053,RC00209,RC00870	ko00000,ko01000,ko03016	-	-	-	MMR_HSR1,MnmE_helical,TrmE_N
Xanthobacter_chromosome_658	1131814.JAFO01000001_gene4957	0.0	1012.0	COG0445@1|root,COG0445@2|Bacteria,1MU6F@1224|Proteobacteria,2TRJS@28211|Alphaproteobacteria,3EYTP@335928|Xanthobacteraceae	28211|Alphaproteobacteria	D	NAD-binding protein involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34	gidA	GO:0000166,GO:0001510,GO:0002097,GO:0002098,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048037,GO:0050660,GO:0050662,GO:0071704,GO:0090304,GO:0097159,GO:1901265,GO:1901360,GO:1901363	-	ko:K03495	-	-	R08701	RC00053,RC00209,RC00870	ko00000,ko03016,ko03036	-	-	-	GIDA,GIDA_assoc
Xanthobacter_chromosome_659	1131814.JAFO01000001_gene4958	1.63e-101	300.0	COG0357@1|root,COG0357@2|Bacteria,1MY0K@1224|Proteobacteria,2U9T9@28211|Alphaproteobacteria,3EZBI@335928|Xanthobacteraceae	28211|Alphaproteobacteria	J	Specifically methylates the N7 position of guanine in position 527 of 16S rRNA	rsmG	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0036265,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070043,GO:0070475,GO:0070476,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	2.1.1.170	ko:K03501	-	-	-	-	ko00000,ko01000,ko03009,ko03036	-	-	-	GidB
Xanthobacter_chromosome_660	1131814.JAFO01000001_gene4959	6.47e-170	478.0	COG1192@1|root,COG1192@2|Bacteria,1MV43@1224|Proteobacteria,2TSWH@28211|Alphaproteobacteria,3EYEF@335928|Xanthobacteraceae	28211|Alphaproteobacteria	D	Cellulose biosynthesis protein BcsQ	parA	-	-	ko:K03496	-	-	-	-	ko00000,ko03036,ko04812	-	-	-	AAA_31
Xanthobacter_chromosome_661	78245.Xaut_1837	5.68e-152	434.0	COG1475@1|root,COG1475@2|Bacteria,1MW2E@1224|Proteobacteria,2TSTN@28211|Alphaproteobacteria,3EYCY@335928|Xanthobacteraceae	28211|Alphaproteobacteria	K	ParB-like nuclease domain	parB	-	-	ko:K03497	-	-	-	-	ko00000,ko03000,ko03036,ko04812	-	-	-	ParBc
Xanthobacter_chromosome_662	78245.Xaut_1882	0.0	1006.0	COG4942@1|root,COG4942@2|Bacteria,1QVK8@1224|Proteobacteria,2TWH4@28211|Alphaproteobacteria,3EYFY@335928|Xanthobacteraceae	28211|Alphaproteobacteria	D	Domain of unknown function (DUF4175)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4175
Xanthobacter_chromosome_663	78245.Xaut_1883	5.19e-140	400.0	COG0564@1|root,COG0564@2|Bacteria,1MVJ5@1224|Proteobacteria,2TSCG@28211|Alphaproteobacteria,3EY0X@335928|Xanthobacteraceae	28211|Alphaproteobacteria	J	RNA pseudouridylate synthase	MA20_43745	-	5.4.99.28,5.4.99.29	ko:K06177	-	-	-	-	ko00000,ko01000,ko03009,ko03016	-	-	-	PseudoU_synth_2
Xanthobacter_chromosome_664	1131814.JAFO01000001_gene14	9.25e-94	278.0	COG2110@1|root,COG2110@2|Bacteria,1RCWP@1224|Proteobacteria,2U70V@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	phosphatase homologous to the C-terminal domain of histone macroH2A1	-	-	-	-	-	-	-	-	-	-	-	-	Macro
Xanthobacter_chromosome_665	78245.Xaut_1886	1.74e-215	598.0	COG1752@1|root,COG1752@2|Bacteria,1MVHW@1224|Proteobacteria,2TS4V@28211|Alphaproteobacteria,3EXY7@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Patatin-like phospholipase	-	-	-	ko:K07001	-	-	-	-	ko00000	-	-	-	Patatin
Xanthobacter_chromosome_666	1131814.JAFO01000001_gene17	9.56e-170	476.0	COG1028@1|root,COG1028@2|Bacteria,1MU5Y@1224|Proteobacteria,2TRNQ@28211|Alphaproteobacteria,3EYUK@335928|Xanthobacteraceae	28211|Alphaproteobacteria	IQ	Enoyl-(Acyl carrier protein) reductase	-	-	1.1.1.30	ko:K00019	ko00072,ko00650,ko01100,map00072,map00650,map01100	M00088	R01361	RC00117	ko00000,ko00001,ko00002,ko01000	-	-	-	adh_short_C2
Xanthobacter_chromosome_667	78245.Xaut_1888	1.78e-85	256.0	COG0735@1|root,COG0735@2|Bacteria,1MZIW@1224|Proteobacteria,2U9G4@28211|Alphaproteobacteria,3EZH1@335928|Xanthobacteraceae	28211|Alphaproteobacteria	P	Ferric uptake regulator family	MA20_23250	-	-	ko:K09823	ko02024,map02024	-	-	-	ko00000,ko00001,ko03000	-	-	-	FUR
Xanthobacter_chromosome_668	1131814.JAFO01000001_gene4396	1.3e-53	179.0	COG2755@1|root,COG2755@2|Bacteria,1NN1B@1224|Proteobacteria,2UJUV@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	GDSL-like Lipase/Acylhydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	Lipase_GDSL_2
Xanthobacter_chromosome_669	1131814.JAFO01000001_gene19	2.55e-257	712.0	COG0821@1|root,COG0821@2|Bacteria,1MUAX@1224|Proteobacteria,2TQSI@28211|Alphaproteobacteria,3EXWQ@335928|Xanthobacteraceae	28211|Alphaproteobacteria	I	Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate	ispG	GO:0003674,GO:0003824,GO:0006081,GO:0006082,GO:0006090,GO:0006629,GO:0006644,GO:0006720,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008654,GO:0009058,GO:0009240,GO:0009987,GO:0016491,GO:0016725,GO:0019288,GO:0019637,GO:0019682,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0046429,GO:0046490,GO:0052592,GO:0055114,GO:0071704,GO:0090407,GO:1901135,GO:1901576	1.17.7.1,1.17.7.3	ko:K03526	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R08689,R10859	RC01486	ko00000,ko00001,ko00002,ko01000	-	-	-	GcpE
Xanthobacter_chromosome_670	438753.AZC_0077	8.1e-50	172.0	COG3416@1|root,COG3416@2|Bacteria,1P8CZ@1224|Proteobacteria,2U6C3@28211|Alphaproteobacteria,3EZU4@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Uncharacterized protein conserved in bacteria (DUF2076)	-	-	-	ko:K09945	-	-	-	-	ko00000	-	-	-	DUF2076
Xanthobacter_chromosome_671	1038858.AXBA01000009_gene536	8.46e-72	217.0	COG1396@1|root,COG1396@2|Bacteria,1N1CT@1224|Proteobacteria,2UCMF@28211|Alphaproteobacteria,3EZQ3@335928|Xanthobacteraceae	28211|Alphaproteobacteria	K	Helix-turn-helix XRE-family like proteins	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3,HTH_31
Xanthobacter_chromosome_672	1131814.JAFO01000001_gene25	0.0	1001.0	COG2114@1|root,COG4252@1|root,COG2114@2|Bacteria,COG4252@2|Bacteria,1MV1V@1224|Proteobacteria,2TRTY@28211|Alphaproteobacteria	28211|Alphaproteobacteria	T	Adenylate Guanylate cyclase	cyaD	-	4.6.1.1	ko:K01768	ko00230,ko02025,ko04113,ko04213,map00230,map02025,map04113,map04213	M00695	R00089,R00434	RC00295	ko00000,ko00001,ko00002,ko01000	-	-	-	CHASE2,Guanylate_cyc
Xanthobacter_chromosome_673	78245.Xaut_1898	2.7e-118	347.0	COG0454@1|root,COG0454@2|Bacteria,1MVVG@1224|Proteobacteria,2TR1B@28211|Alphaproteobacteria,3EZ9V@335928|Xanthobacteraceae	28211|Alphaproteobacteria	K	COG0454 Histone acetyltransferase HPA2 and related acetyltransferases	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1,Acetyltransf_10
Xanthobacter_chromosome_674	639283.Snov_2276	3.23e-97	304.0	COG2199@1|root,COG3706@2|Bacteria,1MZV7@1224|Proteobacteria,2UAY1@28211|Alphaproteobacteria,3F0QY@335928|Xanthobacteraceae	28211|Alphaproteobacteria	T	diguanylate cyclase	-	-	-	-	-	-	-	-	-	-	-	-	GGDEF
Xanthobacter_chromosome_675	78245.Xaut_1899	9.23e-140	398.0	COG1011@1|root,COG1011@2|Bacteria,1PHPQ@1224|Proteobacteria,2TUDN@28211|Alphaproteobacteria,3EYRQ@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	HAD-superfamily hydrolase subfamily IA, variant 3	MA20_21845	-	-	ko:K07025	-	-	-	-	ko00000	-	-	-	HAD_2
Xanthobacter_chromosome_676	1131814.JAFO01000001_gene4886	1.36e-33	120.0	COG4461@1|root,COG4461@2|Bacteria,1N8A8@1224|Proteobacteria,2UGW6@28211|Alphaproteobacteria,3F06Q@335928|Xanthobacteraceae	28211|Alphaproteobacteria	G	4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process	-	-	-	-	-	-	-	-	-	-	-	-	LprI
Xanthobacter_chromosome_677	78245.Xaut_1874	3.21e-136	390.0	COG0603@1|root,COG0603@2|Bacteria,1MU5V@1224|Proteobacteria,2TU7F@28211|Alphaproteobacteria,3F0TC@335928|Xanthobacteraceae	28211|Alphaproteobacteria	F	Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0))	queC	-	6.3.4.20	ko:K06920	ko00790,ko01100,map00790,map01100	-	R09978	RC00959	ko00000,ko00001,ko01000,ko03016	-	-	-	QueC
Xanthobacter_chromosome_678	78245.Xaut_1875	1.2e-47	155.0	COG0271@1|root,COG0271@2|Bacteria,1Q2PU@1224|Proteobacteria,2V67W@28211|Alphaproteobacteria,3F01Z@335928|Xanthobacteraceae	28211|Alphaproteobacteria	T	Belongs to the BolA IbaG family	-	-	-	ko:K05527	-	-	-	-	ko00000,ko03000	-	-	-	BolA
Xanthobacter_chromosome_679	1131814.JAFO01000001_gene79	5.26e-103	302.0	COG0484@1|root,COG0484@2|Bacteria,1QU4R@1224|Proteobacteria,2TVZG@28211|Alphaproteobacteria,3F2DZ@335928|Xanthobacteraceae	28211|Alphaproteobacteria	O	DnaJ molecular chaperone homology domain	dnaJ2	-	-	-	-	-	-	-	-	-	-	-	DnaJ
Xanthobacter_chromosome_680	78245.Xaut_1877	1.31e-221	612.0	COG0714@1|root,COG0714@2|Bacteria,1MXIW@1224|Proteobacteria,2TS1Z@28211|Alphaproteobacteria,3EXYE@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	pCobS small subunit	cobS	-	6.6.1.2	ko:K09882	ko00860,ko01100,map00860,map01100	-	R05227	RC02000	ko00000,ko00001,ko01000	-	-	-	AAA_5,CbbQ_C,CobS_N
Xanthobacter_chromosome_681	78245.Xaut_1878	0.0	1028.0	COG4547@1|root,COG4547@2|Bacteria,1MX11@1224|Proteobacteria,2TS4N@28211|Alphaproteobacteria,3EZ1E@335928|Xanthobacteraceae	28211|Alphaproteobacteria	H	Cobalamin biosynthesis protein CobT VWA domain	cobT	-	6.6.1.2	ko:K09883	ko00860,ko01100,map00860,map01100	-	R05227	RC02000	ko00000,ko00001,ko01000	-	-	-	CobT,CobT_C
Xanthobacter_chromosome_682	78245.Xaut_1879	6.15e-122	361.0	COG4246@1|root,COG4246@2|Bacteria,1N7Y1@1224|Proteobacteria,2TTZW@28211|Alphaproteobacteria,3EZ89@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Esterase-like activity of phytase	-	-	-	-	-	-	-	-	-	-	-	-	Phytase-like
Xanthobacter_chromosome_683	1131814.JAFO01000001_gene10	3.85e-149	429.0	COG0330@1|root,COG0330@2|Bacteria,1MUM8@1224|Proteobacteria,2TRUY@28211|Alphaproteobacteria,3EXWH@335928|Xanthobacteraceae	28211|Alphaproteobacteria	O	prohibitin homologues	qmcA	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	Band_7,Band_7_C
Xanthobacter_chromosome_684	1131814.JAFO01000001_gene11	9.43e-69	211.0	COG1585@1|root,COG1585@2|Bacteria,1N241@1224|Proteobacteria,2UC8X@28211|Alphaproteobacteria,3EZY4@335928|Xanthobacteraceae	28211|Alphaproteobacteria	OU	NfeD-like C-terminal, partner-binding	MA20_06475	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K07340	-	-	-	-	ko00000	-	-	-	NfeD
Xanthobacter_chromosome_685	1131814.JAFO01000001_gene646	0.0	1398.0	COG1201@1|root,COG1201@2|Bacteria,1MUSW@1224|Proteobacteria,2TR7V@28211|Alphaproteobacteria,3EYD0@335928|Xanthobacteraceae	28211|Alphaproteobacteria	L	DEAD DEAH box helicase	lhr	-	-	ko:K03724	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DEAD,DEAD_assoc,Helicase_C
Xanthobacter_chromosome_686	78245.Xaut_1190	1.67e-233	649.0	COG0772@1|root,COG0772@2|Bacteria,1MVDB@1224|Proteobacteria,2TQSA@28211|Alphaproteobacteria,3EYKX@335928|Xanthobacteraceae	28211|Alphaproteobacteria	D	Cell cycle protein	ftsW	-	-	ko:K03588	ko04112,map04112	-	-	-	ko00000,ko00001,ko02000,ko03036	2.A.103.1	-	-	FTSW_RODA_SPOVE
Xanthobacter_chromosome_687	78245.Xaut_1191	4.39e-205	575.0	COG0707@1|root,COG0707@2|Bacteria,1MVIB@1224|Proteobacteria,2TSEY@28211|Alphaproteobacteria,3EY8N@335928|Xanthobacteraceae	28211|Alphaproteobacteria	M	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II)	murG	-	2.4.1.227	ko:K02563	ko00550,ko01100,ko01502,ko04112,map00550,map01100,map01502,map04112	-	R05032,R05662	RC00005,RC00049	ko00000,ko00001,ko01000,ko01011	-	GT28	-	Glyco_tran_28_C,Glyco_transf_28
Xanthobacter_chromosome_688	1131814.JAFO01000001_gene649	1.38e-309	847.0	COG0773@1|root,COG0773@2|Bacteria,1MV68@1224|Proteobacteria,2TRT0@28211|Alphaproteobacteria,3EYC6@335928|Xanthobacteraceae	28211|Alphaproteobacteria	M	Belongs to the MurCDEF family	murC	-	6.3.2.8	ko:K01924	ko00471,ko00550,ko01100,map00471,map00550,map01100	-	R03193	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Mur_ligase,Mur_ligase_C,Mur_ligase_M
Xanthobacter_chromosome_689	1131814.JAFO01000001_gene73	3.46e-54	171.0	2CZ80@1|root,32T5T@2|Bacteria,1N5NX@1224|Proteobacteria,2UCYA@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_690	78245.Xaut_1873	0.0	1433.0	COG0187@1|root,COG0187@2|Bacteria,1MVKT@1224|Proteobacteria,2TRBK@28211|Alphaproteobacteria,3EYD3@335928|Xanthobacteraceae	28211|Alphaproteobacteria	L	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner	gyrB	-	5.99.1.3	ko:K02470	-	-	-	-	ko00000,ko01000,ko03032,ko03400	-	-	-	DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim
Xanthobacter_chromosome_691	323097.Nham_4431	7.82e-80	246.0	COG0394@1|root,COG0640@1|root,COG0394@2|Bacteria,COG0640@2|Bacteria,1MWYQ@1224|Proteobacteria,2TU1U@28211|Alphaproteobacteria,3JT8H@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	T	Low molecular weight phosphotyrosine protein phosphatase	arsC1	-	1.20.4.1	ko:K03741	-	-	-	-	ko00000,ko01000	-	-	-	LMWPc
Xanthobacter_chromosome_692	78245.Xaut_1901	4.42e-102	305.0	COG3217@1|root,COG3217@2|Bacteria,1MVSP@1224|Proteobacteria,2U1ST@28211|Alphaproteobacteria,3EZ82@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	MOSC N-terminal beta barrel domain	-	-	-	ko:K07140	-	-	-	-	ko00000	-	-	-	MOSC,MOSC_N
Xanthobacter_chromosome_693	78245.Xaut_1902	0.0	1543.0	COG0542@1|root,COG0542@2|Bacteria,1MURH@1224|Proteobacteria,2TRKI@28211|Alphaproteobacteria,3EXXI@335928|Xanthobacteraceae	28211|Alphaproteobacteria	O	Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE	clpB	-	-	ko:K03695	ko04213,map04213	-	-	-	ko00000,ko00001,ko03110	-	-	-	AAA,AAA_2,ClpB_D2-small,Clp_N
Xanthobacter_chromosome_694	1131814.JAFO01000001_gene4881	2.83e-93	286.0	29PH1@1|root,30AF6@2|Bacteria,1RFGQ@1224|Proteobacteria,2U92B@28211|Alphaproteobacteria,3F0HV@335928|Xanthobacteraceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_695	78245.Xaut_1904	3.72e-106	318.0	29PH1@1|root,30AF6@2|Bacteria,1RFGQ@1224|Proteobacteria,2U92B@28211|Alphaproteobacteria,3F1FA@335928|Xanthobacteraceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_696	78245.Xaut_1905	0.0	1018.0	COG0739@1|root,COG0739@2|Bacteria,1MVTF@1224|Proteobacteria,2TT3Z@28211|Alphaproteobacteria,3EYZ2@335928|Xanthobacteraceae	28211|Alphaproteobacteria	M	Peptidase family M23	MA20_20375	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M23
Xanthobacter_chromosome_698	1131814.JAFO01000001_gene4877	2.44e-135	388.0	COG4221@1|root,COG4221@2|Bacteria,1QVKB@1224|Proteobacteria,2TWH6@28211|Alphaproteobacteria,3F2D1@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	NAD dependent epimerase/dehydratase family	-	-	1.1.1.401	ko:K21883	ko00051,ko01120,map00051,map01120	-	R11339	RC00089	ko00000,ko00001,ko01000	-	-	-	adh_short
Xanthobacter_chromosome_699	1131814.JAFO01000001_gene4876	2.58e-88	262.0	COG1846@1|root,COG1846@2|Bacteria,1RAT8@1224|Proteobacteria,2U5UB@28211|Alphaproteobacteria,3EZS6@335928|Xanthobacteraceae	28211|Alphaproteobacteria	K	Iron dependent repressor, N-terminal DNA binding domain	-	-	-	-	-	-	-	-	-	-	-	-	MarR,MarR_2
Xanthobacter_chromosome_700	78245.Xaut_2638	1.37e-130	378.0	COG1402@1|root,COG1402@2|Bacteria,1MXR9@1224|Proteobacteria,2TUFR@28211|Alphaproteobacteria,3EXVR@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Creatinine amidohydrolase	-	-	3.5.2.10	ko:K01470	ko00330,map00330	-	R01884	RC00615	ko00000,ko00001,ko01000	-	-	-	Creatininase
Xanthobacter_chromosome_701	1131814.JAFO01000001_gene841	3.6e-81	247.0	COG0494@1|root,COG0494@2|Bacteria,1RDMW@1224|Proteobacteria,2TTKQ@28211|Alphaproteobacteria,3EZSM@335928|Xanthobacteraceae	28211|Alphaproteobacteria	L	NUDIX domain	nudK	-	3.6.1.13	ko:K01515	ko00230,map00230	-	R01054	RC00002	ko00000,ko00001,ko01000	-	-	-	NUDIX
