Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	602565	603341	+	AAFOLC_02835		putative enoyl-CoA hydratase/isomerase	SO:0001217, UniRef:UniRef50_A1KA30
contig_1	cds	603338	605341	+	AAFOLC_02840		hypothetical protein	PFAM:PF00289.25, PFAM:PF00364.25, PFAM:PF02785.22, PFAM:PF02786.20
contig_1	cds	605338	606243	+	AAFOLC_02845		hypothetical protein	PFAM:PF00682.22
contig_1	cds	606937	607620	+	AAFOLC_02850	algF	Alginate biosynthesis protein AlgF	SO:0001217, UniRef:UniRef50_A0A3L7A3G7
contig_1	cds	607630	609015	+	AAFOLC_02855		MBOAT family protein	SO:0001217, UniRef:UniRef50_A0A0D1MKZ1
contig_1	cds	609028	610104	+	AAFOLC_02860		ALGX domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3L7A450
contig_1	cds	610101	611102	+	AAFOLC_02865		ALGX domain-containing protein	SO:0001217, UniRef:UniRef50_A7IG51
contig_1	cds	611363	615040	+	AAFOLC_02870		NfrA-C domain-containing protein	SO:0001217, UniRef:UniRef50_A0A259KWD0
contig_1	cds	615307	616701	+	AAFOLC_02875		Coproporphyrinogen-III oxidase	SO:0001217, UniRef:UniRef50_I3THP1
contig_1	cds	616781	617482	-	AAFOLC_02880		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A346A0N7
contig_1	cds	617651	619153	+	AAFOLC_02885		histidine kinase	SO:0001217, UniRef:UniRef50_A0A1H9A6W5
contig_1	cds	619146	619778	+	AAFOLC_02890	fixJ	Transcriptional regulatory protein FixJ	SO:0001217, UniRef:UniRef50_P23221
contig_1	cds	619888	620271	+	AAFOLC_02895		Response regulator receiver domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1H9A793
contig_1	cds	620511	623177	+	AAFOLC_02900		Protein lysine acetyltransferase Pka	SO:0001217, UniRef:UniRef50_E1VCM7
contig_1	cds	623547	624890	+	AAFOLC_02905		hypothetical protein	PFAM:PF00563.23, PFAM:PF00990.24
contig_1	cds	625039	626307	-	AAFOLC_02910		Diaminopimelate decarboxylase	SO:0001217, UniRef:UniRef50_A0A0N7LY73
contig_1	cds	626377	626730	-	AAFOLC_02915		lipoprotein	SO:0001217, UniRef:UniRef50_UPI001F43D9C6
contig_1	cds	626814	628205	-	AAFOLC_02920		Argininosuccinate lyase	SO:0001217, UniRef:UniRef50_Q9A683
contig_1	cds	628221	629045	+	AAFOLC_02925		Thioredoxin domain-containing protein	SO:0001217, UniRef:UniRef50_A0A258E465
contig_1	cds	629451	630611	+	AAFOLC_02930		UDP-N-acetylglucosamine 2-epimerase	SO:0001217, UniRef:UniRef50_A0A376DP95
contig_1	cds	630613	633030	+	AAFOLC_02935		Cyclic di-GMP-binding protein	SO:0001217, UniRef:UniRef50_A0A3L7A5Z5
contig_1	cds	633142	635256	+	AAFOLC_02940		Adsorption protein B	SO:0001217, UniRef:UniRef50_A0A6J5GC59
contig_1	cds	635420	636286	+	AAFOLC_02945		DUF4434 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A848K6B0
contig_1	cds	636365	637954	-	AAFOLC_02950	purH	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	COG:COG0138, COG:F, SO:0001217, UniRef:UniRef50_Q8UBM8, UniRef:UniRef90_A7IG34
contig_1	cds	638025	639896	-	AAFOLC_02955		Heparinase	SO:0001217, UniRef:UniRef50_A8I238
contig_1	cds	640062	641420	-	AAFOLC_02960		16S rRNA (cytosine(967)-C(5))-methyltransferase	SO:0001217, UniRef:UniRef50_A0A2D8HHH8
contig_1	cds	641643	642935	+	AAFOLC_02965	purA	adenylosuccinate synthase	COG:COG0104, COG:F, SO:0001217, UniRef:UniRef50_A8I1V7, UniRef:UniRef90_UPI001AED3FF7
contig_1	cds	642974	644398	+	AAFOLC_02970		Histidine kinase	SO:0001217, UniRef:UniRef50_A7IBA2
contig_1	cds	644645	647389	-	AAFOLC_02975	mutS	DNA mismatch repair protein MutS	SO:0001217, UniRef:UniRef50_Q21CE8
contig_1	cds	647497	648462	-	AAFOLC_02980		Protease HtpX-like protein	SO:0001217, UniRef:UniRef50_A6WXV6
contig_1	cds	648609	648815	-	AAFOLC_02985		DUF3019 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q5Z0G5
contig_1	cds	649286	649792	+	AAFOLC_02990		5,6,7,8-tetrahydromethanopterin hydro-lyase	SO:0001217, UniRef:UniRef50_Q9FA38
contig_1	cds	650287	651306	-	AAFOLC_02995		hypothetical protein	PFAM:PF01436.24, PFAM:PF01731.23, PFAM:PF02239.19, PFAM:PF10282.12
contig_1	cds	651303	651839	-	AAFOLC_03000		Polyketide cyclase / dehydrase and lipid transport	SO:0001217, UniRef:UniRef50_A4YV39
contig_1	cds	651926	652450	-	AAFOLC_03005		DUF2380 domain-containing protein	SO:0001217, UniRef:UniRef50_A7IB95
contig_1	cds	652617	653834	+	AAFOLC_03010		Peripla-BP-6 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A509EIK1
contig_1	cds	653876	654871	+	AAFOLC_03015		6-phosphogluconolactonase	SO:0001217, UniRef:UniRef50_A0A0S4HMY4
contig_1	cds	654997	655803	+	AAFOLC_03020	natA	ABC transporter ATP-binding protein NatA	SO:0001217, UniRef:UniRef50_A0A508TQG2
contig_1	cds	655803	656642	+	AAFOLC_03025		Transport permease protein	SO:0001217, UniRef:UniRef50_A0A509EGB9
contig_1	cds	656642	657295	+	AAFOLC_03030		DUF4142 domain-containing protein	SO:0001217, UniRef:UniRef50_A7IB90
contig_1	cds	657473	658312	-	AAFOLC_03035	soxZ	Sulphur oxidation protein SoxZ	SO:0001217, UniRef:UniRef50_A7IG79
contig_1	cds	658440	659048	-	AAFOLC_03040		Rhodanese domain-containing protein	SO:0001217, UniRef:UniRef50_A5ENZ5
contig_1	cds	659045	659950	-	AAFOLC_03045		PBPb domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0P6W0Y7
contig_1	cds	659922	660476	-	AAFOLC_03050		Cytochrome c-553I	SO:0001217, UniRef:UniRef50_A0A1L3LG49
contig_1	cds	660644	662452	-	AAFOLC_03055		PQQ-dependent dehydrogenase, methanol/ethanol family	EC:1.1.2.10, KEGG:K23995, SO:0001217, UniRef:UniRef50_P29968, UniRef:UniRef90_UPI001F3EE0A9
contig_1	cds	662786	663688	-	AAFOLC_03060		Lactamase-B domain-containing protein	SO:0001217, UniRef:UniRef50_A0A679K6J9
contig_1	cds	663779	664522	-	AAFOLC_03065	ssuB	Aliphatic sulfonates import ATP-binding protein SsuB	SO:0001217, UniRef:UniRef50_A0A509EGI9
contig_1	cds	664491	665267	-	AAFOLC_03070		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1P8UM57
contig_1	cds	665264	666301	-	AAFOLC_03075		NMT1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A509EE21
contig_1	cds	666584	667474	-	AAFOLC_03080		hypothetical protein	
contig_1	cds	667861	668754	+	AAFOLC_03085		NAD(P)-dependent methylenetetrahydromethanopterin dehydrogenase	SO:0001217, UniRef:UniRef50_G7ZAQ6
contig_1	cds	668820	669809	+	AAFOLC_03090		Methenyltetrahydromethanopterin cyclohydrolase	SO:0001217, UniRef:UniRef50_Q9RPW8
contig_1	cds	669826	670716	+	AAFOLC_03095		Ribosomal protein S6--L-glutamate ligase	SO:0001217, UniRef:UniRef50_A0A5S9NEC3
contig_1	cds	670820	671797	+	AAFOLC_03100		ATP-grasp domain-containing protein	SO:0001217, UniRef:UniRef50_A7IG92
contig_1	cds	671794	672834	+	AAFOLC_03105		Hydantoinase-A domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2U1Y6E9
contig_1	cds	672901	673296	-	AAFOLC_03110		Putative cytochrome C protein	SO:0001217, UniRef:UniRef50_Q7BQQ3
contig_1	cds	673423	674229	-	AAFOLC_03115		Formylmethanofuran dehydrogenase subunit C	SO:0001217, UniRef:UniRef50_A0A7W6CW83
contig_1	cds	674226	675164	-	AAFOLC_03120		Formyltransferase/hydrolase complex subunit D	SO:0001217, UniRef:UniRef50_Q49118
contig_1	cds	675161	676810	-	AAFOLC_03125	fwdA	formylmethanofuran dehydrogenase subunit A	COG:C, COG:COG1229, SO:0001217, UniRef:UniRef50_A0A158ADW6, UniRef:UniRef90_A0A848K3Q4
contig_1	cds	676807	678132	-	AAFOLC_03130		Formyltransferase/cyclohydrolase complex subunit B	SO:0001217, UniRef:UniRef50_Q7BQP9
contig_1	cds	678440	678799	-	AAFOLC_03135		DUF5329 domain-containing protein	SO:0001217, UniRef:UniRef50_J7Q841
contig_1	cds	678780	679505	-	AAFOLC_03140		DUF3108 domain-containing protein	SO:0001217, UniRef:UniRef50_A7IGA0
contig_1	cds	679502	680674	-	AAFOLC_03145	pqqA	PqqA peptide cyclase	SO:0001217, UniRef:UniRef50_P71517
contig_1	cds	680671	680946	-	AAFOLC_03150	pqqA	PqqA binding protein	SO:0001217, UniRef:UniRef50_A7IGA2
contig_1	cds	680943	681743	-	AAFOLC_03155	pqqC	pyrroloquinoline-quinone synthase PqqC	EC:1.3.3.11, KEGG:K06137, SO:0001217, UniRef:UniRef50_Q5H233, UniRef:UniRef90_UPI001EFFEC69
contig_1	cds	681740	682639	-	AAFOLC_03160		Coenzyme PQQ synthesis protein B	SO:0001217, UniRef:UniRef50_Q5LTB1
contig_1	sorf	682682	682759	-	AAFOLC_03165		Coenzyme PQQ synthesis protein A	SO:0001217, UniRef:UniRef50_A0A6C1KCU5, UniRef:UniRef90_A0A6C1KCU5
contig_1	cds	682983	683681	-	AAFOLC_03170	mxbM	Response regulator receiver protein, MxbM	SO:0001217, UniRef:UniRef50_A0A0C6EWK8
contig_1	cds	683678	685288	-	AAFOLC_03175		histidine kinase	SO:0001217, UniRef:UniRef50_A7IGA6
contig_1	cds	685445	685924	-	AAFOLC_03180	secB	Protein-export protein SecB	SO:0001217, UniRef:UniRef50_A0A2D8S157
contig_1	cds	686056	686268	+	AAFOLC_03185		DUF1674 domain-containing protein	SO:0001217, UniRef:UniRef50_E6YJF3
contig_1	cds	686299	687105	-	AAFOLC_03190		Undecaprenyl-diphosphatase 1	SO:0001217, UniRef:UniRef50_P58740
contig_1	cds	687484	688173	+	AAFOLC_03195		Glutathione S-transferase family protein	SO:0001217, UniRef:UniRef50_G9A679
contig_1	cds	688254	689330	+	AAFOLC_03200		Epoxyqueuosine reductase	SO:0001217, UniRef:UniRef50_A0A149RER9
contig_1	cds	689485	690903	+	AAFOLC_03205		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	SO:0001217, UniRef:UniRef50_Q21C43
contig_1	cds	690906	691997	+	AAFOLC_03210	phoH	Phosphate starvation-inducible protein PhoH	KEGG:K06217, SO:0001217, UniRef:UniRef50_K8P992, UniRef:UniRef90_A0A3L7A4P5
contig_1	cds	692002	692511	+	AAFOLC_03215	ybeY	Endoribonuclease YbeY	SO:0001217, UniRef:UniRef50_A0A2Z3IIF8
contig_1	cds	692533	693513	+	AAFOLC_03220		HlyC/CorC family transporter	SO:0001217, UniRef:UniRef50_A0A259KWB0
contig_1	cds	693510	695147	+	AAFOLC_03225		Apolipoprotein N-acyltransferase	SO:0001217, UniRef:UniRef50_A7IGB6
contig_1	cds	695247	695654	+	AAFOLC_03230		XRE family transcriptional regulator	SO:0001217, UniRef:UniRef50_A4YJE2, UniRef:UniRef90_A0A3L7A3B9
contig_1	cds	695759	696952	+	AAFOLC_03235	metK	methionine adenosyltransferase	EC:2.5.1.6, KEGG:K00789, SO:0001217, UniRef:UniRef50_Q89HP5, UniRef:UniRef90_A0A3L7A438
contig_1	cds	697091	697777	+	AAFOLC_03240		tRNA (guanine-N(7)-)-methyltransferase	SO:0001217, UniRef:UniRef50_A8IG13
contig_1	cds	697931	698815	-	AAFOLC_03245		Epimerase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5S9Q3S7
contig_1	cds	698812	699723	-	AAFOLC_03250		1-acyl-sn-glycerol-3-phosphate acyltransferase	SO:0001217, UniRef:UniRef50_A0A848K382
contig_1	cds	699787	700209	-	AAFOLC_03255		Ferric uptake regulation protein	SO:0001217, UniRef:UniRef50_A0A347WA83
contig_1	cds	700299	700778	-	AAFOLC_03260		Ribosomal-protein-alanine acetyltransferase	SO:0001217, UniRef:UniRef50_A0A8F7ZJI9
contig_1	cds	700775	701458	-	AAFOLC_03265		N(6)-L-threonylcarbamoyladenine synthase	SO:0001217, UniRef:UniRef50_A0A4P7F6E9
contig_1	cds	701577	702137	-	AAFOLC_03270	nifU	NifU family protein	KEGG:K22074, SO:0001217, UniRef:UniRef50_A0A6P5WBZ2, UniRef:UniRef90_A0A3L7A7V3
contig_1	cds	702562	703833	-	AAFOLC_03275	rho	transcription termination factor Rho	COG:COG1158, COG:K, SO:0001217, UniRef:UniRef50_A0A850SP50, UniRef:UniRef90_A7IGC6
contig_1	cds	704085	704510	-	AAFOLC_03280		Protoporphyrinogen IX oxidase	SO:0001217, UniRef:UniRef50_A0A431PLX0
contig_1	cds	704568	705614	-	AAFOLC_03285		Uroporphyrinogen decarboxylase	SO:0001217, UniRef:UniRef50_Q89SK1
contig_1	cds	705857	706807	+	AAFOLC_03290		Putative pyruvate, phosphate dikinase regulatory protein	SO:0001217, UniRef:UniRef50_Q8UJC7, UniRef:UniRef90_A0A3L7A540
contig_1	cds	706818	707423	+	AAFOLC_03295		Nucleoside triphosphate pyrophosphatase	SO:0001217, UniRef:UniRef50_Q89WP0
contig_1	cds	707420	708268	+	AAFOLC_03300		Shikimate dehydrogenase (NADP(+))	SO:0001217, UniRef:UniRef50_Q6N1S9
contig_1	cds	708286	708882	+	AAFOLC_03305		Dephospho-CoA kinase	SO:0001217, UniRef:UniRef50_Q8UJC4
contig_1	cds	708895	709620	+	AAFOLC_03310		DNA polymerase III subunit epsilon	SO:0001217, UniRef:UniRef50_F9Y693
contig_1	cds	709822	711837	-	AAFOLC_03315		Thymidylate kinase	SO:0001217, UniRef:UniRef50_A0A1E3W7T2
contig_1	cds	712003	713334	+	AAFOLC_03320	mnmE	tRNA modification GTPase MnmE	SO:0001217, UniRef:UniRef50_Q13E22
contig_1	cds	713607	715490	+	AAFOLC_03325	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	SO:0001217, UniRef:UniRef50_Q8YJS5
contig_1	cds	715617	716327	+	AAFOLC_03330		Ribosomal RNA small subunit methyltransferase G	SO:0001217, UniRef:UniRef50_A0A1G4SVB4
contig_1	cds	716324	717169	+	AAFOLC_03335	parA	ParA family protein	KEGG:K03496, SO:0001217, UniRef:UniRef50_A0A023XTP3, UniRef:UniRef90_A0A3L7A662
contig_1	cds	717203	718120	+	AAFOLC_03340	parB	Chromosome partitioning protein, ParB	SO:0001217, UniRef:UniRef50_Q6ND18
contig_1	cds	718387	720978	-	AAFOLC_03345		TIGR02302 family protein	SO:0001217, UniRef:UniRef50_D7A9C0
contig_1	cds	721129	721905	-	AAFOLC_03350		tRNA pseudouridine32 synthase/23S rRNA pseudouridine746 synthase	SO:0001217, UniRef:UniRef50_A0A848K2Q3
contig_1	cds	721865	722434	-	AAFOLC_03355		Macro domain-containing protein	SO:0001217, UniRef:UniRef50_V7IBQ1
contig_1	cds	722523	723563	-	AAFOLC_03360		PNPLA domain-containing protein	SO:0001217, UniRef:UniRef50_A8HZF3
contig_1	cds	723598	724380	-	AAFOLC_03365	fabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	COG:COG1028, COG:I, SO:0001217, UniRef:UniRef50_O86034, UniRef:UniRef90_A0A3L7A771
contig_1	cds	724504	725094	+	AAFOLC_03370		Ferric uptake regulation protein	SO:0001217, UniRef:UniRef50_A7IGJ0
contig_1	cds	725122	725874	-	AAFOLC_03375		SGNH-hydro domain-containing protein	SO:0001217, UniRef:UniRef50_A0A848K393
contig_1	cds	726261	727571	+	AAFOLC_03380		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	SO:0001217, UniRef:UniRef50_Q72H18
contig_1	cds	727706	728557	+	AAFOLC_03385		DUF2076 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3L7A542
contig_1	cds	728891	729256	+	AAFOLC_03390		XRE family transcriptional regulator	SO:0001217, UniRef:UniRef50_A8HZM8, UniRef:UniRef90_A0A3L7A653
contig_1	cds	729263	731449	-	AAFOLC_03395		Adenylate cyclase	SO:0001217, UniRef:UniRef50_A0A848K333
contig_1	cds	731599	732441	-	AAFOLC_03400		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A7IGK0
contig_1	cds	732438	733736	-	AAFOLC_03405		Sensor domain-containing diguanylate cyclase	SO:0001217, UniRef:UniRef50_A0A3L7A5U6
contig_1	cds	734090	734791	-	AAFOLC_03410	yqaB	Phosphatase YqaB	SO:0001217, UniRef:UniRef50_A0A0H5BBC7
contig_1	cds	734827	735186	-	AAFOLC_03415		DUF1311 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3L7A4Z1
contig_1	cds	735183	735917	-	AAFOLC_03420		7-cyano-7-deazaguanine synthase	SO:0001217, UniRef:UniRef50_A1VJX7
contig_1	cds	735926	736228	-	AAFOLC_03425	bolA	BolA family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A259KS41
contig_1	cds	736421	737041	+	AAFOLC_03430		J domain-containing protein	SO:0001217, UniRef:UniRef50_A0A840ZPW2
contig_1	cds	737150	738133	+	AAFOLC_03435	cobS	cobaltochelatase subunit CobS	COG:COG0714, COG:R, SO:0001217, UniRef:UniRef50_P29933, UniRef:UniRef90_A0A3L7A533
contig_1	cds	738199	740088	+	AAFOLC_03440		Cobaltochelatase (CobT protein)	SO:0001217, UniRef:UniRef50_F8JC07
contig_1	cds	740188	741219	+	AAFOLC_03445		Phytase-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A258IVV2
contig_1	cds	741467	742468	+	AAFOLC_03450	qmcA	Protein QmcA	SO:0001217, UniRef:UniRef50_A0A1Y5TVT9
contig_1	cds	742472	742912	+	AAFOLC_03455	nfeD	NfeD domain-containing protein	SO:0001217, UniRef:UniRef50_Q6NBF1
contig_1	cds	743045	745864	-	AAFOLC_03460	cshB	DEAD-box ATP-dependent RNA helicase CshB	SO:0001217, UniRef:UniRef50_A0A0F7KUY0
contig_1	cds	746253	747455	+	AAFOLC_03465		Cell wall polymerase	SO:0001217, UniRef:UniRef50_A0A6N0E687
contig_1	cds	747538	748665	+	AAFOLC_03470		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	SO:0001217, UniRef:UniRef50_Q3STS8
contig_1	cds	748662	750074	+	AAFOLC_03475		UDP-N-acetylmuramate--L-alanine ligase	SO:0001217, UniRef:UniRef50_Q2K6C2
contig_1	cds	750191	750499	-	AAFOLC_03480		DUF2185 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A679F6K0
contig_1	cds	750770	753208	+	AAFOLC_03485	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	COG:COG0187, COG:L, SO:0001217, UniRef:UniRef50_Q68WF6, UniRef:UniRef90_A7IGH5
contig_1	cds	753306	753848	-	AAFOLC_03490		protein-tyrosine-phosphatase	SO:0001217, UniRef:UniRef50_A0A8E1WLQ5
contig_1	cds	754010	754792	-	AAFOLC_03495		MOSC domain-containing protein	SO:0001217, UniRef:UniRef50_A8HSZ2
contig_1	cds	755087	757726	+	AAFOLC_03500	clpB	ATP-dependent chaperone ClpB	COG:COG0542, COG:O, SO:0001217, UniRef:UniRef50_Q7CEG6, UniRef:UniRef90_A0A848K562
contig_1	cds	757893	758819	-	AAFOLC_03505		Signal peptide protein	SO:0001217, UniRef:UniRef50_A8I984
contig_1	cds	759051	759950	-	AAFOLC_03510		Signal peptide protein	SO:0001217, UniRef:UniRef50_A0A6C1KDP4
contig_1	cds	760086	762065	-	AAFOLC_03515		Peptidase-M23 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6C1KFG1
contig_1	rRNA	763124	764608	+	AAFOLC_03520	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_1	tRNA	764841	764917	+	AAFOLC_03525	trnI	tRNA-Ile(gat)	SO:0000263
contig_1	tRNA	764989	765064	+	AAFOLC_03530	trnA	tRNA-Ala(tgc)	SO:0000254
contig_1	rRNA	765401	768227	+	AAFOLC_03535	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_1	rRNA	768319	768433	+	AAFOLC_03540	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_1	cds	768969	769721	-	AAFOLC_03545		2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))	SO:0001217, UniRef:UniRef50_A0A6H2H9M5
contig_1	cds	770046	770543	-	AAFOLC_03550	marR	MarR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A7W6EG67, UniRef:UniRef90_A0A3L7A7Y2
contig_1	cds	770990	771787	+	AAFOLC_03555		Creatinine amidohydrolase	SO:0001217, UniRef:UniRef50_A0A0H5BBK6
contig_1	cds	771801	772430	-	AAFOLC_03560		ADP-ribose pyrophosphatase	SO:0001217, UniRef:UniRef50_A0A7W7Z3L1
contig_1	cds	772427	774067	-	AAFOLC_03565	yejF	Uncharacterized ABC transporter ATP-binding protein YejF	SO:0001217, UniRef:UniRef50_P33916
contig_1	cds	774078	775223	-	AAFOLC_03570	yejE	ABC-type microcin C transport system, permease component YejE	COG:COG4239, COG:Q, KEGG:K13895, SO:0001217, UniRef:UniRef50_K8NQB3, UniRef:UniRef90_A0A3L7A9L8
contig_1	cds	775227	776342	-	AAFOLC_03575		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_K8P6U8
contig_1	cds	776407	778317	-	AAFOLC_03580		SBP-bac-5 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1D7UAE8
contig_1	cds	778314	780251	-	AAFOLC_03585		SBP-bac-5 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0D1NWR4
contig_1	cds	780476	781324	-	AAFOLC_03590		hypothetical protein	PFAM:PF00034.24
contig_1	cds	781832	782692	+	AAFOLC_03595		prephenate dehydratase	SO:0001217, UniRef:UniRef50_A0A397Q2L3
contig_1	cds	782720	784531	-	AAFOLC_03600		Xanthine/uracil/vitamin C permease	SO:0001217, UniRef:UniRef50_A0A259C887
contig_1	cds	784556	785515	-	AAFOLC_03605		NAD(+) diphosphatase	SO:0001217, UniRef:UniRef50_A0A3S4DGU2
contig_1	cds	785854	786276	-	AAFOLC_03610		HIT domain-containing protein	SO:0001217, UniRef:UniRef50_A8IGV9
contig_1	cds	786477	786593	+	AAFOLC_03615		hypothetical protein	
contig_1	cds	786695	787954	+	AAFOLC_03620		Aspartate kinase Ask_LysC	SO:0001217, UniRef:UniRef50_A4VJB4
contig_1	cds	788126	790393	+	AAFOLC_03625	ptsP	Signal transduction protein containing GAF and PtsI domains	COG:COG3605, COG:T, SO:0001217, UniRef:UniRef50_A0A832A5Y0, UniRef:UniRef90_A0A3L7A7E5
contig_1	cds	790401	791477	+	AAFOLC_03630		Peptide chain release factor 1	SO:0001217, UniRef:UniRef50_Q2J423
contig_1	cds	791474	792349	+	AAFOLC_03635		Release factor glutamine methyltransferase	SO:0001217, UniRef:UniRef50_A8HYS0
contig_1	cds	792900	793889	+	AAFOLC_03640		hypothetical protein	
contig_1	cds	794105	795076	-	AAFOLC_03645		Pantothenate kinase	SO:0001217, UniRef:UniRef50_A7IHN7
contig_1	cds	795099	795425	-	AAFOLC_03650		Phosphoribosyl-ATP pyrophosphatase	SO:0001217, UniRef:UniRef50_A1B389
contig_1	cds	795538	796314	-	AAFOLC_03655	hisF	Imidazole glycerol phosphate synthase subunit HisF	COG:COG0107, COG:E, EC:4.3.2.10, GO:0000105, GO:0000107, GO:0005737, GO:0016829, SO:0001217, UniRef:UniRef50_P60667, UniRef:UniRef90_A7IHN9
contig_1	cds	796320	797048	-	AAFOLC_03660	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	EC:5.3.1.16, KEGG:K01814, SO:0001217, UniRef:UniRef50_Q2KE60, UniRef:UniRef90_UPI001EE0D18B
contig_1	cds	797045	797695	-	AAFOLC_03665	hisH	Imidazole glycerol phosphate synthase subunit HisH	SO:0001217, UniRef:UniRef50_A0A0W1CLB0
contig_1	cds	797692	798183	-	AAFOLC_03670		DUF2628 domain-containing protein	SO:0001217, UniRef:UniRef50_A7IHP2
contig_1	cds	798193	798786	-	AAFOLC_03675		Imidazoleglycerol-phosphate dehydratase	SO:0001217, UniRef:UniRef50_Q18C69
contig_1	cds	798944	799495	+	AAFOLC_03680		hypothetical protein	PFAM:PF00227.29
contig_1	cds	799608	800918	+	AAFOLC_03685	hslU	ATP-dependent protease ATPase subunit HslU	COG:COG1220, COG:O, GO:0005524, GO:0008233, GO:0009376, GO:0016887, GO:0036402, GO:0043335, SO:0001217, UniRef:UniRef50_B0BX22, UniRef:UniRef90_A7IHP6
contig_1	cds	801139	802572	-	AAFOLC_03690	luxO	Two-component system, repressor protein LuxO	SO:0001217, UniRef:UniRef50_A0A1G6C4Z0
contig_1	cds	802713	804617	-	AAFOLC_03695		TPR-REGION domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6C1K9D4
contig_1	cds	804794	806161	+	AAFOLC_03700		Omega-aminotransferase	SO:0001217, UniRef:UniRef50_Q9A3Q9
contig_1	cds	806270	806422	-	AAFOLC_03705		DUF3309 domain-containing protein	SO:0001217, UniRef:UniRef50_S6AGD5
contig_1	cds	806607	808475	-	AAFOLC_03710		X-Pro aminopeptidase	SO:0001217, UniRef:UniRef50_A0A1B3NI07
contig_1	tRNA	808668	808742	+	AAFOLC_03715	trnG	tRNA-Gly(ccc)	SO:0000260
contig_1	cds	808756	809301	+	AAFOLC_03720		Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase	SO:0001217, UniRef:UniRef50_Q7B8Q7
contig_1	cds	809350	810450	-	AAFOLC_03725		Carnitine dehydratase	SO:0001217, UniRef:UniRef50_A0A358SPA5
